,mass A,,
t,x,y,
12.933,0.590,9.310E-2
12.967,0.590,9.318E-2
13.000,0.590,9.314E-2
13.033,0.590,9.329E-2
13.067,0.590,9.340E-2
13.100,0.590,9.354E-2
13.133,0.590,9.365E-2
13.167,0.590,9.465E-2
13.200,0.590,9.359E-2
13.233,0.590,9.349E-2
13.267,0.590,9.394E-2
13.300,0.589,9.319E-2
13.333,0.589,9.284E-2
13.367,0.589,9.278E-2
13.400,0.589,9.277E-2
13.433,0.589,9.287E-2
13.467,0.589,9.289E-2
13.500,0.589,9.292E-2
13.533,0.589,9.291E-2
13.567,0.589,9.307E-2
13.600,0.589,9.304E-2
13.633,0.589,9.322E-2
13.667,0.590,9.337E-2
13.700,0.590,9.339E-2
13.733,0.590,9.342E-2
13.767,0.590,9.370E-2
13.800,0.590,9.345E-2
13.833,0.590,9.331E-2
13.867,0.590,9.322E-2
13.900,0.590,9.324E-2
13.933,0.590,9.323E-2
13.967,0.590,9.323E-2
14.000,0.590,9.337E-2
14.033,0.590,9.323E-2
14.067,0.590,9.310E-2
14.100,0.590,9.308E-2
14.133,0.590,9.281E-2
14.167,0.590,9.296E-2
14.200,0.590,9.283E-2
14.233,0.589,9.295E-2
14.267,0.589,9.297E-2
14.300,0.589,9.288E-2
14.333,0.590,9.280E-2
14.367,0.589,9.294E-2
14.400,0.590,9.278E-2
14.433,0.590,9.284E-2
14.467,0.590,9.267E-2
14.500,0.589,9.266E-2
14.533,0.589,9.263E-2
14.567,0.589,9.265E-2
14.600,0.589,9.266E-2
14.633,0.589,9.270E-2
14.667,0.589,9.292E-2
14.700,0.589,9.302E-2
14.733,0.589,9.306E-2
14.767,0.589,9.324E-2
14.800,0.590,9.275E-2
14.833,0.590,9.273E-2
14.867,0.590,9.270E-2
14.900,0.590,9.254E-2
14.933,0.591,9.293E-2
14.967,0.590,9.280E-2
15.000,0.590,9.282E-2
15.033,0.590,9.300E-2
15.067,0.590,9.283E-2
15.100,0.590,9.282E-2
15.133,0.591,9.280E-2
15.167,0.591,9.290E-2
15.200,0.590,9.282E-2
15.233,0.590,9.286E-2
15.267,0.590,9.286E-2
15.300,0.590,9.295E-2
15.333,0.589,9.252E-2
15.367,0.589,9.251E-2
15.400,0.589,9.242E-2
15.433,0.589,9.260E-2
15.467,0.589,9.259E-2
15.500,0.589,9.245E-2
15.533,0.589,9.254E-2
15.567,0.589,9.223E-2
15.600,0.589,9.238E-2
15.633,0.590,9.236E-2
15.667,0.590,9.248E-2
15.700,0.590,9.249E-2
15.733,0.590,9.241E-2
15.767,0.590,9.254E-2
15.800,0.590,9.258E-2
15.833,0.590,9.259E-2
15.867,0.590,9.272E-2
15.900,0.590,9.273E-2
15.933,0.590,9.274E-2
15.967,0.590,9.274E-2
16.000,0.589,9.312E-2
16.033,0.589,9.300E-2
16.067,0.589,9.300E-2
16.100,0.589,9.298E-2
16.133,0.589,9.298E-2
16.167,0.589,9.297E-2
16.200,0.589,9.297E-2
16.233,0.590,9.306E-2
16.267,0.590,9.326E-2
16.300,0.590,9.339E-2
16.333,0.590,9.383E-2
16.367,0.590,9.365E-2
16.400,0.590,9.355E-2
16.433,0.590,9.345E-2
16.467,0.590,9.333E-2
16.500,0.589,9.330E-2
16.533,0.589,9.317E-2
16.567,0.589,9.321E-2
16.600,0.589,9.316E-2
16.633,0.589,9.323E-2
16.667,0.590,9.364E-2
16.700,0.589,9.425E-2
16.733,0.590,9.410E-2
16.767,0.590,9.422E-2
16.800,0.590,9.447E-2
16.833,0.590,9.338E-2
